job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256
088_coauthor_left_not_right_kna_t9_rep1,238,8,left_not_right,,9,2,65,30,1817,1735353644,coauthor,88,1,coauthor:creative:b3a1b8cfb7d94eb3a615600d440a0bc1,0,bed17f7a8d351cab85b6ed9fc1d8d7aa9f7833063efe79d646cb9729cb842a66,17f4269ac4d497321f32a06cf838ab62cdb34394d5469620b35a1f8ec5f09f4b
089_coauthor_left_not_right_kna_t10_rep1,239,9,left_not_right,,10,2,65,33,2005,1864851287,coauthor,89,1,coauthor:creative:d99c239ccb2841f6bfe743f865126332,0,4f2a0d35b6eb267086aa0ff793611bfe673d84c03b4c5662837e0c3fbdedcd70,a6ca5bf2cb99cada8a24e0c84b6243835a80b034b3fc0fd1988daa930eede293
090_coauthor_left_not_right_kna_t11_rep1,240,10,left_not_right,,11,2,65,36,2193,1927732778,coauthor,90,1,coauthor:creative:d1aad60e3f7f4dd68721bfd157247a99,0,71ec8e8e84f798b2acfe808c70d3b3559040bdf5bd5a434b37fbcc795a506f34,d63a03be17799e5807230f40e83d675a6d563fda6dd839442ae90211fbcb6fd5
091_coauthor_left_not_right_kna_t12_rep1,241,11,left_not_right,,12,2,65,39,2381,314198940,coauthor,91,1,coauthor:creative:dc2078ed9a2d4ebd84853c014639bd1f,0,cdf91c8768c6b97f5e3e47eb5aa34ac7f784dfd6bea466f60ee750614b81b614,15bd0e5ec1b33f489c28509360ad27b4ae81fe460342cfd458afd4705b97034e
092_coauthor_left_not_right_kna_t13_rep1,242,12,left_not_right,,13,2,65,42,2569,561905364,coauthor,92,1,coauthor:creative:767134bda38047aab8a6fa3221b6880e,0,f0f0ac6849aadc60bc37339d336ff132e6926b18123c654fc147ba1a09db1295,cf82e9240bb8968c9508b666dc4eccb815880122f89917ad337fd8d864dab7b3
093_coauthor_left_not_right_kna_t14_rep1,243,13,left_not_right,,14,2,65,45,2757,2014808911,coauthor,93,1,coauthor:creative:374e55af5f8642bdb6134332a8c6bc20,0,894f62efef8802e86f684c5ce2ee6a7fde3fc615898f13a99f6282c3eef8c9e3,271005ae69821d6f1c686f302af43b41c45f86d34d967ca0feabc6b5c241b6fa
094_coauthor_left_not_right_kna_t15_rep1,244,14,left_not_right,,15,2,65,48,2945,553398889,coauthor,94,1,coauthor:creative:6e886e695d98418e9eaca62a07bcef02,0,192819da2308dec42f217e02803df0e18bcfe193d72c5ed05e1bb1a89085ae9c,692c0d56d8bc5fef1aa586c68257cfed6c2006a4020073d26cedc62e8ffabb60
095_coauthor_left_not_right_kna_t16_rep1,245,15,left_not_right,,16,2,65,51,3133,117592634,coauthor,95,1,coauthor:creative:dad69fc8dcfb4971abbe3d4013bfc6ce,0,5acea2debb4bf6b7e622c7b0a49d4d02002105f2814484e5d4fef5a7ae98bad6,e58e92a280c57ffa13f3397f908a1bfabbcce9fdfd2117bec61d7c1adc5dd3c8
096_coauthor_sets_differ_kna_t1_rep1,246,0,sets_differ,,1,2,65,7,439,1122122241,coauthor,96,1,coauthor:creative:5ff4b3f9999047f6858c878df9638bc3,0,2c64ad0b2bd9ec325ec655b86417b9ab39d6f2f7ffce5ed4fd87013558d04ff8,bcc94a5dd9c5960453c83c5343d31c3c41eab9a22e8a8789fa5aeb6b0efa754e
097_coauthor_sets_differ_kna_t2_rep1,247,1,sets_differ,,2,2,65,12,690,2048344142,coauthor,97,1,coauthor:creative:1da7eb35b68842dc9b5017abaf1359d4,0,22b80e67b139df65a14c55feb02776ad690db63539b40e13643f5dd50e793c21,4081196967b3fb50f532ce0bc84697f01bc79ddc4700f026c68af7540459e462
098_coauthor_sets_differ_kna_t3_rep1,248,2,sets_differ,,3,2,65,16,941,723810668,coauthor,98,1,coauthor:creative:a09cbbf5323a4bd2aa5a2ae775258c38,0,739fd4994f329bc02942a8573402fb123eb20564d2052461eee1f29d8ef061b0,b88758244c2e5fbe68f38df6b7dfb61ae9def28cec1636b01a38b0658524175d
099_coauthor_sets_differ_kna_t4_rep1,249,3,sets_differ,,4,2,65,20,1192,995926839,coauthor,99,1,coauthor:creative:e81d6b763cc44618a315a087b3ff155c,0,6333ed5b7c86f41045fa10d9e4c3328745509a779157e356d6a266ac41767edb,ca49f1da46b36079ba2c17bd86487caa9d6a690f4848bdaff0ba3c7a8f5b57cc
100_coauthor_sets_differ_kna_t5_rep1,250,4,sets_differ,,5,2,65,24,1443,233422806,coauthor,100,1,coauthor:creative:749e032914384e4da8f2392a19066b89,0,95ece3e14d697463d968362a8911279702e31800ff849146c7ad75f9f72da6dc,584f1a2a3312debda8805a9b29dc5e22f55aa9fdd7e1be093538e95bdffb8f6f
101_coauthor_sets_differ_kna_t6_rep1,251,5,sets_differ,,6,2,65,28,1694,31228033,coauthor,101,1,coauthor:creative:9a29f841869a4fd98cf358da50f4a340,0,8b137da4f2b5896a122eda4e5b539b8ee9cfef7bc18f9f66d897140357dde3ab,ccd3942104d16b0bfd38cda81cf724a743906267f5c6018dd0e6f356fea2b36c
102_coauthor_sets_differ_kna_t7_rep1,252,6,sets_differ,,7,2,65,32,1945,457634185,coauthor,102,1,coauthor:creative:947065accb8b402c98fb2aa62a497842,0,01c5365e0876be910a58ea618270217cc42e0f643fdd3c5183b30daf972efbba,8d00118735fe230115a5adf4de953c9231a70015d9e74133e717ac7cd31e56de
103_coauthor_sets_differ_kna_t8_rep1,253,7,sets_differ,,8,2,65,36,2196,388848176,coauthor,103,1,coauthor:creative:1e6ecfa3fa7c4fd7ad7c10470546f654,0,d0bdceca434d337cadd13dd332f18cfc315f8c4e012ce8e7a17315cba3095c35,d468cab4d8df0297f282ee77a104adea273705abb59bf73f13ec15b63db04893
104_coauthor_sets_differ_kna_t9_rep1,254,8,sets_differ,,9,2,65,40,2447,73890030,coauthor,104,1,coauthor:creative:4d44dbfbf4b34c8a9e28065b836b5893,0,24867197761e46590504c38fe6553ae01c93499f8b06be1d6c2008b3b17deeec,2e536a49966303cbdceb7a7132b92c3eef1913c105784fc674a7ccfc5f810023
105_coauthor_sets_differ_kna_t10_rep1,255,9,sets_differ,,10,2,65,44,2698,910446593,coauthor,105,1,coauthor:creative:76c3366d06584c42b5c0d1af41b63ccb,0,338ad95dab6929fcd3a0c97c14f38c59889243780d181e39261fa91aa807b33c,4aeced6d4e3654b5d7227496d1bb853396db04295a7683d5cfa54ee1148a35c1
106_coauthor_both_sides_kna_t1_rep1,256,0,both_sides,,1,2,65,6,370,1595653920,coauthor,106,1,coauthor:creative:6861c7f0f19645ffb563275d11fad363,0,040314bde1678727821db05acd4a428d1d61315289d38ee7e171de1a3e7db786,5343b2ef8317acd3183b24f9b480900da6833965500ed81d8c218641720fdf15
107_coauthor_both_sides_kna_t2_rep1,257,1,both_sides,,2,2,65,10,555,986557597,coauthor,107,1,coauthor:creative:bb89b8b76a9847f9ba0d7e67fc4fc23e,0,d80903d9ab013ebbd908d3eedbd2a5ebacb9abd639cf540f37ceac16e05111e4,b2992f99d0389ec1051aedc64e6f4bd59d63b7d923507b90f8582f002c978cdf
108_coauthor_both_sides_kna_t3_rep1,258,2,both_sides,,3,2,65,13,740,339318600,coauthor,108,1,coauthor:creative:31794aa2de5e40baba2dfa6f59e03d15,0,5f56ec48f5df50b21cb05f5bcd40c2663b78c3ade32bf24b50e37ce9c84fa1c9,91d7bb5e347c2a25f15d5c1d437d3a5058f04c96bbf5504d453e372ca59f33a5
109_coauthor_both_sides_kna_t4_rep1,259,3,both_sides,,4,2,65,16,925,466499894,coauthor,109,1,coauthor:creative:815f2133a4634d7b88b1697b1f8a5d1e,0,476ee69931d3f3ddb2ab4f0ad6e43d4c459005c6ca65b76199d9ee39f5e90311,27996f892c431f1d8781fcc339da2b70f4dc4c6329583af426fc41c8a81c3fe0
110_coauthor_both_sides_kna_t5_rep1,260,4,both_sides,,5,2,65,19,1110,1470512668,coauthor,110,1,coauthor:creative:1763bf2d3371474ab481253b7731c586,0,12fccc3d9ac3076a22efbdf32a75eacfe468e5afd107ae1a65cc0bbe57924d03,1665357ab2bdaae9fb2fc963a663c3ee7c8d45701e6fb1fed5690ac8618191a8
111_coauthor_both_sides_kna_t6_rep1,261,5,both_sides,,6,2,65,22,1295,982034088,coauthor,111,1,coauthor:creative:b821e4ee78184af086b8e229b0387500,0,71b52dde2837c3374eae98bbb163e8de4dead80e5f3dd97080ebe9cdfa9e389a,1677d8f7d39fd8385262a9e222ea943e6ed302bd3824b0f5f24a43b00619cee1
112_coauthor_both_sides_kna_t7_rep1,262,6,both_sides,,7,2,65,25,1480,1376881769,coauthor,112,1,coauthor:creative:099ea17dc4c24eba8603270c97edd468,0,4d5f7800c516a4bfe1bcc9b21f41d74769e9058d382f5b0af18b6e0f790bad22,36d64663197154a2f2f0a00263ae53dc21d47580cb97144475036eb2025b0ad5
113_coauthor_both_sides_kna_t8_rep1,263,7,both_sides,,8,2,65,28,1665,1884951767,coauthor,113,1,coauthor:creative:a345a395300d44a5862012539e015002,0,30582423f78eda429be5834778580f5f5dbaed01c812e08e711f7110b79fd4c8,38101b827e9864a229a919480315199f753742a0295492d2fc5fe8e3f3b797f4
114_coauthor_both_sides_kna_t9_rep1,264,8,both_sides,,9,2,65,31,1850,1205589085,coauthor,114,1,coauthor:creative:8911f32aab914a1f903bb76300b13949,0,05cde4d9cdbc01e6acbebc7f23d086809c14444cc8a66d238ac1485f5e8c234a,e90b9743832f82b4842bf4b5f0b50eeec13c2224eb68a93fc0fd54d5630e2c60
115_coauthor_both_sides_kna_t10_rep1,265,9,both_sides,,10,2,65,34,2035,757094947,coauthor,115,1,coauthor:creative:b22279ff63804fa6bec5c108879812dd,0,2556d970c0323be47de5912b24b860f8d2e13f8726560a2f264b77acbadb1d2d,dfabf78ca7b680046bf7a12916f76a2f01a642d2d686832c2176d2369871babf
116_coauthor_both_sides_kna_t11_rep1,266,10,both_sides,,11,2,65,37,2220,2009887760,coauthor,116,1,coauthor:creative:b73b741aa53f4dd1af35e1540ebf4af1,0,7d32586259e1e988dad0b63839fe312047d156c276837b13fe3d8dd541872dc2,06b47fd6ada48f3273811a3827e75cdbaa58c260f2526efbccebf6092fa18446
117_coauthor_both_sides_kna_t12_rep1,267,11,both_sides,,12,2,65,40,2405,738188187,coauthor,117,1,coauthor:creative:a5dee567f6554c59bb8fafd85f547c22,0,11a91e922b41f0e3b8d17a23b56fd035ecdbb230b0c232c0a7241ac34d7e1ae3,40510b78a8030f5f9cde208a8b7f94b65f3111d055ae7c0eb09db81aea9b81f7
118_coauthor_both_sides_kna_t13_rep1,268,12,both_sides,,13,2,65,43,2590,1136202749,coauthor,118,1,coauthor:creative:2d9358657a364ccab47e9a7538cb6650,0,2cde687b7e127f54004b896b4a2004ec0f35a3c275af4a02596af25b72374e24,75fe8d21bbe8da061ecd1f41f4c92a438cc32d970615f056bb67801a9e6e5a47
119_coauthor_both_sides_kna_t14_rep1,269,13,both_sides,,14,2,65,46,2775,353320562,coauthor,119,1,coauthor:creative:a87286598bc54313b39f6ce6013541bf,0,a684c83bcd74bb3da811ad978c38906e737df3051dcbf51ed742a4d404e71742,d30a21464b179478465c5a3c5f7accbb68eebecd57dd2fd5ec9fc8c1bb339fa4
120_coauthor_both_sides_kna_t15_rep1,270,14,both_sides,,15,2,65,49,2960,722759577,coauthor,120,1,coauthor:creative:f3ecf0ce872940238b0bd429a3e36322,0,0bd708e80c675e3a66c30eb96553abf6e44e5703dc77daab8e010f5accd0c56d,06df1fae268e53b0c4bc673ece5e39ee8263965e0b6b24e9b67a6fcf39cc939a
121_coauthor_even_count_kna_t1_rep1,271,0,even_count,,1,2,65,4,313,1091262367,coauthor,121,1,coauthor:creative:8bafd5acfb7343308b5195092c4c4de5,0,94e9a0609b923f61aa1d34055629adf25b95f0bd45838af3afd19386e0f31a07,04ac15e3f4067e361882bade2a604ca7f274579fa99eee7bf637a1c75f6ee217
122_coauthor_even_count_kna_t2_rep1,272,1,even_count,,2,2,65,8,501,543823507,coauthor,122,1,coauthor:creative:f1c5ca52c9754a37b10dce55cf5113e2,0,c753853f56e253ad13260630a1c8b0a6aa64d1beb9f2152c3ce85599eb18464b,ca77aa68e7149718f3b8818b0e72f46d38548f61d77901083b92984e6a5b4790
123_coauthor_even_count_kna_t3_rep1,273,2,even_count,,3,2,65,11,689,776617888,coauthor,123,1,coauthor:creative:173cae0bcc714ba29bfeab4004d7fa85,0,2028c3bd5193180787c58bcb047c95a712f3dc548c50fb946d9ee41e5fab51cd,566979a849006e7781ad610c280ef9a1314d2f714eb1d28e80ce859c0b111cfc
124_coauthor_even_count_kna_t4_rep1,274,3,even_count,,4,2,65,14,877,413999019,coauthor,124,1,coauthor:creative:ee760edb666e4f46aedee408975a9c9d,0,c4c59b3acb8e4cf6e554f43bb887f9399b6f2c58ec4863df1a31d45a9f1d60a8,1acb6b60d7c82518b4d761cfc49edecefcab62d70303061d7160f6e66a687197
125_coauthor_even_count_kna_t5_rep1,275,4,even_count,,5,2,65,17,1065,1322706250,coauthor,125,1,coauthor:creative:8d9a97731918431e8dd6560adb8cd0fa,0,47d1e9c51c46c6296a3998ecce08342d4db845dad357462dd0196acc67b11b9d,666cb149a0fcbd7a22d166d2125ddb51df9d3911b8941ae932c7218f03dcefcc
126_coauthor_even_count_kna_t6_rep1,276,5,even_count,,6,2,65,20,1253,1471983807,coauthor,126,1,coauthor:creative:f8fd4fb1d3ae456a8a5dddefc9389aa3,0,f68930e4b97ec69ef22060205fa65176c62ca576e3027ecd414cb9498c0aa0f6,813972f504249f260e2483361e1c62d6f9aaf743fdffab040a4eb5e30eefa86b
127_coauthor_even_count_kna_t7_rep1,277,6,even_count,,7,2,65,23,1441,718301472,coauthor,127,1,coauthor:creative:93468eec16324f109abec7010cd13ebd,0,51b35df7b3f899fd7dde67bbba8dda2f0b7ee6ba2b78d7a9035e2469ff26afac,bfdd750377d6e535b873d1ddc0d3051ffee105abd5b4fcc092b98afca8ab59f7
128_coauthor_even_count_kna_t8_rep1,278,7,even_count,,8,2,65,26,1629,322401037,coauthor,128,1,coauthor:creative:ed151ac677724c7fbd32f85db77710a2,0,1a7c52ca66705e05d37b53e13561454c259c0839beaeaa1cc7a67592155def14,a18d47627bb11961da71b8fe1e096c8d87c4da4facba29b631c445e442272029
129_coauthor_even_count_kna_t9_rep1,279,8,even_count,,9,2,65,29,1817,234688724,coauthor,129,1,coauthor:creative:8610d3166aea4491b673112459745fc1,0,256dff7b41e696347854fb46ca47213ebf10115c553632d5462f24b31328fe92,52d0b36efdd5e70f71623db0752cad4bf59ac156dd6be316cfc10859ab759949
130_coauthor_even_count_kna_t10_rep1,280,9,even_count,,10,2,65,32,2005,431607851,coauthor,130,1,coauthor:creative:047a25c3382c42999ceb1c78f6ebd524,0,c2d0e8b764e69e09aa01919c203c21c2014d1faccb63cb5802db7bc8ead53111,a01a0d2ef431f5cad71a13609cb4822a7f608065b66fe6300a91f3a273753b78
131_coauthor_even_count_kna_t11_rep1,281,10,even_count,,11,2,65,35,2193,1298677665,coauthor,131,1,coauthor:creative:72b49bf3c2434ea498475566e09690fb,0,5271b990188dcdfbdff199a7da761665dced69689f09f29095e900d82fd3a71e,53e36a02a38827a00008dbec45b603984074530296535e1572335c1e00eb7c63
132_coauthor_even_count_kna_t12_rep1,282,11,even_count,,12,2,65,38,2381,785394720,coauthor,132,1,coauthor:creative:8a66ba50d4e241f2aebb17e5af82c68a,0,b0f03aef3a6c426dc2ca3cbc1c5c42697d50e2872e4f5bb5b518a094140603fb,f6cb020c329bc7bcbbce091988ecb127428012d5db1db06d0d369b214eaf1e0e
133_coauthor_even_count_kna_t13_rep1,283,12,even_count,,13,2,65,41,2569,802208098,coauthor,133,1,coauthor:creative:4b1397f42c2b436c994db077de5d54c4,0,3e55b7375b75b658f300a471a0d30e03ddc7ad423067ddfec68117af0ead028c,8b1a1c75da3c2351dfdf41e258adb19fb47b6ff2accfc7746166a62f0ca01983
134_coauthor_even_count_kna_t14_rep1,284,13,even_count,,14,2,65,44,2757,246109509,coauthor,134,1,coauthor:creative:a935819289a042269dc6f7e419b0608e,0,fa483db606446e8a0698dd603cd30200ec07b9c512f2988e90fa0cb6d10811c1,b4ce0f901af370856c5784a4f7a2d89722fbb37efbd0517d23c00507c290aa81
135_coauthor_even_count_kna_t15_rep1,285,14,even_count,,15,2,65,47,2945,852370662,coauthor,135,1,coauthor:creative:5d9be2dad6584ff4b2ab1c6f701f64cb,0,aa1734d7cee5f9e1a7e552c3e65435c07fcd5d6d80ebadba955e3a36f9d5f271,d3de60f1833230842c70a5d8bc59928a2eef4ba0b4ae6ccd2aa854410fc24421
136_coauthor_even_count_kna_t16_rep1,286,15,even_count,,16,2,65,50,3133,1436738001,coauthor,136,1,coauthor:creative:83abfb13942f491b9de32bfcc1c3dc47,0,0c5930fe95cdce1c62e7748c926e8338752a23fd3cc50f2913cf3b3cf7cb2ae3,bccc22a10e84e48beaa20cc6fc794b41bbfe8e68e9d3d8cdfca09fe95c047e8b
137_coauthor_odd_count_kna_t1_rep1,287,0,odd_count,,1,2,65,3,254,962466428,coauthor,137,1,coauthor:creative:e3152d380e13471a91d31ab07f01255c,0,5a418a6dd10a84d51eed099d81d7d7cd3d3585bacbb32369f9167ca6d21136dd,bcf50a724adfb57206d592315a39f7fe980c2e8b9129f2f5e97f1e842142e4be
138_coauthor_odd_count_kna_t2_rep1,288,1,odd_count,,2,2,65,6,381,1395920934,coauthor,138,1,coauthor:creative:29001da80acb414d8683c660e2e091f2,0,889961b7d23a13a82b4abb7ce77c35c05b543993144faca8892afa707331d369,93d1e085dece6c2b8602032a8f96aeacb3fe66d70039eb7ad04165e5c69c6f7d
139_coauthor_odd_count_kna_t3_rep1,289,2,odd_count,,3,2,65,8,508,427978413,coauthor,139,1,coauthor:creative:48058b31f2ea4797bc9dcc40ab9ee2f1,0,b7cd8e1f48d62056c2b6b715776f26274d1fef61abff9c6f7e62670e97ba2ce0,532398b66c246e894037acffcb130ea871bb5e1b309110ca220e2e18798228c6
140_coauthor_odd_count_kna_t4_rep1,290,3,odd_count,,4,2,65,10,635,57070794,coauthor,140,1,coauthor:creative:ac0d02d15e164314841ae2ce49d2b2c9,0,7085c850ffcd0872fb578d0070a8b781c40b7556750b587220713e980da55d1e,8e610ae405349faa6dbd4982263a6e59ddcceab9eb5c905c2ba78800571e770b
141_coauthor_odd_count_kna_t5_rep1,291,4,odd_count,,5,2,65,12,762,1546616717,coauthor,141,1,coauthor:creative:b0713959bffc46e893715684d793a109,0,869d2f1a69c3400393eea84060e0e8697d10483ee7aa299596fceb3108ddc6ab,cc3e267dc23de4ab5bf0d31497a0d7f7eb47202beca4fcd1c05708ec766cf083
142_coauthor_odd_count_kna_t6_rep1,292,5,odd_count,,6,2,65,14,889,103504639,coauthor,142,1,coauthor:creative:d2c71212ed1446a79b5d404def4239a9,0,d09a89fcdd342e0cce9543f8835b1beb63bd5481f3581754afe63031e59bbeb7,dfee3afba94b9844a17e4114192a2c609a3d4a7b506213a7613c8b6f3608971d
143_coauthor_odd_count_kna_t7_rep1,293,6,odd_count,,7,2,65,16,1016,2137117886,coauthor,143,1,coauthor:creative:5c524b4889834145ad435d84415f457c,0,7b96de94f9361de3716a0dc642c6f76562056073c588be65ba1409e6728aca5e,b4783ab0789751ff182379875970f13cb3d1329b31fb6a159b26f396b1491090
144_coauthor_odd_count_kna_t8_rep1,294,7,odd_count,,8,2,65,18,1143,2121816246,coauthor,144,1,coauthor:creative:87396211fee244ccbda4b0f4bcefc8e9,0,873dd6cc44f958d8a9a7112e5920c5c4a194c633207592a82022bb1c7f87dcb7,e41d9fbb155f2999478424e262fd873adc1dc91bcdc4d0f589b1ec5f33abbd92
145_coauthor_odd_count_kna_t9_rep1,295,8,odd_count,,9,2,65,20,1270,763913707,coauthor,145,1,coauthor:creative:88daaed513824fbd9c77746eec7862d9,0,c421f489abadf2b0c5d417b73027d4d3a8492bd1cf7db829968616853e9715ba,94b827756d3b09a92a4a583729e93ed53a87a859b4a8680941ea21254bf22df2
146_coauthor_odd_count_kna_t10_rep1,296,9,odd_count,,10,2,65,22,1397,1969588650,coauthor,146,1,coauthor:creative:b110df89e00549d39910dc176a617be7,0,905dab9829575199541f82483181c60fb162c32d2a21349c02a66293cef7d28d,35596ea2f52d94bd386bd8e50e1e804226ef0b3564c825c836a53a32f3bb2905
147_coauthor_odd_count_kna_t11_rep1,297,10,odd_count,,11,2,65,24,1524,868847341,coauthor,147,1,coauthor:creative:b153dcf4dae74acb8ebc70ff937ecccf,0,5ed6547d980e9a278caf2692a48bb1d5323bcbd8fe074cdf1827bb079b0243b4,62f703e9c41adac43420195c780059ef4c5cc28b03df51e23740c8320d28ca13
148_coauthor_odd_count_kna_t12_rep1,298,11,odd_count,,12,2,65,26,1651,1654665861,coauthor,148,1,coauthor:creative:5370cd5a21e94475b4768b176e1014b2,0,076f07e26e6cd519b90f2a12a6a2f76ab96c38a9f89c45a04b44d9efd864dfde,6ebb434f9aa3838bc6a72f165ee363ae5200d4977f65e7e1ed725b6b542effcd
149_coauthor_odd_count_kna_t13_rep1,299,12,odd_count,,13,2,65,28,1778,1171247615,coauthor,149,1,coauthor:creative:773aa615d24d4471911f2e43e9081f71,0,88a554c193a72a39acef8012bd45dbb8036e8a8dd2f931edc7dadfca5bb20e09,7297395bedc1ce66019339300b04f12bfd4059cfa9c8cef47394eae9509c0866
000_coauthor_kth_last_k1_t1_rep2,300,0,kth_last,1,1,2,65,3,254,1093971734,coauthor,0,2,coauthor:creative:d4d4847e461c42888c2357e8d8f268b3,0,0641651529a5d0414595a0e62e9ccd980ddacacd30927ad94f4cc9654443c3d8,f19ba58f4d1b93f961c86f0b45affd8910b873186e467e3f8fa553290f334221
001_coauthor_kth_last_k3_t1_rep2,301,1,kth_last,3,1,2,65,5,370,1297718358,coauthor,1,2,coauthor:creative:229fee620c9e41f3bf737ffa9217b3d3,0,3c97282349357a75b6423dccf8f26aa7a5d726cd8a8376a6bc2445472279230c,94a0a2395bbc53b46cb9d0c5b6735981187116e1dcd3f32189a0e3179ccb670b
002_coauthor_kth_last_k4_t1_rep2,302,2,kth_last,4,1,2,65,6,425,1634466675,coauthor,2,2,coauthor:creative:a8cf086c79104dedaf0894b6ae96411f,0,255de474beb712f29e88da0eb6debb94bc6e1a390bab35148f516c2838b65c02,426b2cfdca8ab35f0fb6653e0ce81435d59ac155f875e8b94686bed731174453
003_coauthor_kth_last_k6_t1_rep2,303,3,kth_last,6,1,2,65,8,529,784852011,coauthor,3,2,coauthor:creative:d7e61761eda64607b4b1232dcc09bddc,0,e11e64e2ab8a3b0eeadff628d79164e7400da7731300331281e9e3c432974cbe,b9d813961d3e36c7f6b3bdd0eabc7927f88d5b78c7a2f8b30f0861499323455a
004_coauthor_kth_last_k7_t1_rep2,304,4,kth_last,7,1,2,65,9,578,1713130417,coauthor,4,2,coauthor:creative:3461ee41df7f4f5fa584f5ae04b3ba6f,0,5c5847ebef224712346c2c9672512ca9651634eb23f9a60b129e5577ece7aeba,466bfebb826c1b74657194518e899b3c206315abcf063fbed67abf835f76d75b
005_coauthor_kth_last_k9_t1_rep2,305,5,kth_last,9,1,2,65,11,670,2093612459,coauthor,5,2,coauthor:creative:240b61c1abc24288a19f6faa9909e719,0,cba1e102445c1f0d935e7ec2bad8b933862bd55564513f223aef94c4ca5c4f96,559dfdc56acf88b83d721b97badf9657b60eb93b4f13cb79958ef28011a0cdac
006_coauthor_kth_last_k11_t1_rep2,306,6,kth_last,11,1,2,65,13,754,1012588212,coauthor,6,2,coauthor:creative:2b34c5a6b1bd4256980b6a3e8ed3d196,0,b039a074994026b1931eba20729861a0242673412e460fd9cab193df0fd0baf9,1fad3f44bcc10b9783d3417a36de7f2b32a231e41174d1ad738f14727b8b9bc4
007_coauthor_kth_last_k12_t1_rep2,307,7,kth_last,12,1,2,65,14,793,758370561,coauthor,7,2,coauthor:creative:95a0ce79d7ed4a77a0981c522b3deda7,0,9e73ca81b2b26757e1b23bf5e22a8075668adf3c80e449e5c856ebc9342860d7,146d6d4cb320be808005c7f0002e8962521be92191950543ae00988161753f1a
008_coauthor_kth_last_k14_t1_rep2,308,8,kth_last,14,1,2,65,16,865,1158982087,coauthor,8,2,coauthor:creative:46be40f9d65c4a8f8d924ac992f81376,0,1ea36fac61fc83f440b6f6b29c61ad33eb975c795e31b9564eb6cff2b9ac1031,7eca27acad9a20bd09179448e89ee153c6815e4c5e80e3a0198085403533edf7
009_coauthor_kth_last_k16_t1_rep2,309,9,kth_last,16,1,2,65,18,929,1132233823,coauthor,9,2,coauthor:creative:2b373ca5921e4e2c8114e20114f04de8,0,d33d3f1a0a9c48bd66bb6b191456a981b87ad0b3f61bd46296c0c7e6e58481ea,9d5fae5604bbe422a3a8029a93aa850610cb5b8b8ecc4fcd53c2ca22b0c5cfbc
010_coauthor_kth_last_k17_t1_rep2,310,10,kth_last,17,1,2,65,19,958,1166507504,coauthor,10,2,coauthor:creative:af65522335f442adb473691320ba5f09,0,b38e62ffa410465d3db1d8def121b93392fbbd9b87085d2a1fa8390306bb4ab8,7b8a18d56cd35b57459303ee19ac65c5aeabb070a7b6abe79e96661248bce643
011_coauthor_kth_last_k19_t1_rep2,311,11,kth_last,19,1,2,65,21,1010,1264282280,coauthor,11,2,coauthor:creative:3a2ebf0908de4181a06d27b93f0ac07c,0,f4a825b9630589109db1ffe9b1f61e52e7126882def8ae5daead25585c373423,490d7b7c0e33b8c429ddaee6ad49164f8141420129cb4db3386d2022d08ec020
012_coauthor_kth_last_k20_t1_rep2,312,12,kth_last,20,1,2,65,22,1033,1744230690,coauthor,12,2,coauthor:creative:126ae6528ba141a58f932a3ed097b47e,0,406011f36d5bf12f680029462a126a042731f0a5b1c1333bb52cff8d4df984ac,35ee131bddc9f9a98b41b11af6ffae42bcdb9aba9351f397d80117c7721a9583
013_coauthor_kth_last_k22_t1_rep2,313,13,kth_last,22,1,2,65,24,1073,562047961,coauthor,13,2,coauthor:creative:dcf41dcfdb0e4a98949063447b455792,0,e160c7e579ded04fba368ca890663ac057a491dfee517c78bdcb6015ec413df6,1784210c597800672e4f5638f14c9e998ee7ac3b296e40935d8cf8bb2594afad
014_coauthor_kth_last_k24_t1_rep2,314,14,kth_last,24,1,2,65,26,1105,662853668,coauthor,14,2,coauthor:creative:e318e17b6c344ab0978c44c9cfe1ae82,0,23861d33b4121af3aa2b957b12ab879986f4f418f1f1855fc3e9faf0bfe0e324,4755dcf42f777601d8aa5739a2b2fb435b03bfebab32166ce3f0f74e69306921
015_coauthor_kth_last_k25_t1_rep2,315,15,kth_last,25,1,2,65,27,1118,524470009,coauthor,15,2,coauthor:creative:be2644ed7bc34c438c36bf80db400c9c,0,e36b4817cd023622fb430a8deeccc83aaa21f272a29ed6a9469247c216eb1ddb,6743e5b3052d9446371b6f2b966308f40240db167db440889a3e4b7e4fb85262
016_coauthor_kth_last_k27_t1_rep2,316,16,kth_last,27,1,2,65,29,1138,1854559605,coauthor,16,2,coauthor:creative:4542a8d2310247d1917ff1c79ac6171f,0,9190e19727118748a826b15fe5976323f108caa14a610b76298b34d6a1928108,cded86ab9bcec4292b62f99560ac3e274968c97898eee6ed67c9b9df13b9e5e8
017_coauthor_kth_last_k29_t1_rep2,317,17,kth_last,29,1,2,65,31,1150,1293793450,coauthor,17,2,coauthor:creative:2498ee9c53db4a8ea651ea2b95501ef4,0,cb7f02ff0c3a663ad6836e37a75a22867e6d289fa51467dc7e0fc218760d181c,8e0cc901a184f02019d408677f4d922335551915e8ebb82519c342218ff79bac
